id,order_id,platform,price,duration,purchase_date,status,type,user_id,renewal_from_id,gift_code_id,subscription_id,motif
766,2b21427a-9f85-4f08-a8d8-c9d861196ad8,Netflix,2500,1 mois,2026-04-22 15:55:58.271977+00,completed,mutual,390,105,,105,subscription
978,6375d5b6-1f64-4d75-a4eb-9b51c160da39,Spotify,2000,1 mois,2026-05-07 14:51:00+00,completed,mutual,840,323,,323,subscription
944,1f4bae88-f5bc-4980-8248-8e285ffa0eb1,Apple TV,3000,1 mois,2026-05-02 22:15:15.403112+00,completed,mutual,876,255,,255,subscription
841,1074fe4d-f41b-4b0b-8ba1-a32de785f3d6,Netflix,2500,1 mois,2026-04-27 11:47:28.571812+00,completed,mutual,978,,,472,subscription
782,37237a3f-9b39-4c2c-85ea-eeb1eea983cf,Netflix,2500,1 mois,2026-04-22 16:49:42.226808+00,completed,mutual,966,,,450,subscription
1068,b3d43697-236e-4c17-bd08-2ecb2b0a92af,Disney Plus,2500,1 mois,2026-05-14 11:27:49.338512+00,completed,mutual,887,,,550,subscription
1000,3adf8e73-8d6c-4096-a61b-1b5ddee89756,Netflix,2500,1 mois,2026-05-10 08:22:48.571771+00,completed,mutual,624,,,539,subscription
790,be32a167-d7d5-4065-b20f-adcfeed2110f,Crunchyroll,1500,1 mois,2026-04-18 21:09:05.808031+00,completed,mutual,807,68,,68,subscription
798,2331a974-56af-4173-8794-401931872f61,Netflix,13000,6 mois,2026-04-23 18:39:10.012956+00,completed,mutual,198,,,,subscription
962,8a6eae1d-e8f6-4358-9ffa-1978398d3c46,Paramount Plus,2500,1 mois,2026-05-06 00:53:16.150355+00,failed,mutual,998,,,,subscription
1394,de0ff3bc-93a6-4a72-9767-f549a0b9257a,Netflix,2500,1 mois,2026-06-09 08:58:22.582731+00,completed,mutual,1051,,,669,subscription
905,2e3f8b9c-a3bf-4054-bd7f-80711fe643e2,Crunchyroll,1500,1 mois,2026-05-01 12:51:29.190719+00,completed,mutual,395,,,493,subscription
855,e359abfd-f711-49a6-ae0a-42573da09327,Netflix,2500,1 mois,2026-04-28 15:12:18.261477+00,completed,mutual,983,,,480,subscription
970,f35c6828-7dc3-46fa-934f-331981f9d4aa,Netflix,2500,1 mois,2026-05-05 17:49:55.433235+00,failed,mutual,892,294,,,subscription
1075,a2ef6b6a-3fbf-472f-aad8-87189a27e466,Netflix,2500,1 mois,2026-05-15 08:12:25.063979+00,completed,mutual,1010,,,555,subscription
919,bf0606dd-583a-4b0a-91e5-1b84de459e03,Hbo Max,2500,1 mois,2026-05-02 12:43:20.538443+00,completed,mutual,707,,,502,subscription
1022,43678b2c-bf9d-4eda-bac9-79e0fb02578f,Netflix,2500,1 mois,2026-05-07 22:09:52.129187+00,completed,mutual,904,319,,319,subscription
986,1b953e66-0497-42f5-8b4e-1cc7cc1c7555,Disney Plus,2500,1 mois,2026-05-09 12:35:00.725319+00,completed,mutual,930,,,532,subscription
694,237a4084-bd54-4456-b241-5018db986961,Netflix,2500,1 mois,2026-04-18 13:53:03.249039+00,completed,mutual,952,,,412,subscription
1008,d4308e71-a639-41ae-a2e4-a447b35cde4b,Disney Plus,2500,1 mois,2026-05-09 23:10:00+00,completed,mutual,773,300,,300,subscription
1090,a5c86617-b1ab-4b0b-8e5c-ccda74ea8925,Spotify,2000,1 mois,2026-05-16 18:34:04.610713+00,completed,mutual,582,,,560,subscription
993,755ee05e-8c32-4428-b0b4-28c093f1a3d1,Prime Video,2000,1 mois,2026-05-09 20:32:26.823094+00,completed,mutual,1002,,,536,subscription
1114,cb6da9b0-3ffd-4eca-800f-f5f8257a5322,Netflix,2500,1 mois,2026-05-14 23:06:00+00,completed,mutual,785,3,,3,subscription
1057,02999471-dfdb-4c35-b1a4-a218029d3bcc,Prime Video,2000,1 mois,2026-05-10 23:41:00+00,completed,mutual,19,355,,355,subscription
1015,0fba5c25-4f7b-45e3-94b2-3c8987bae84d,Netflix,2500,1 mois,2026-05-04 16:02:00+00,completed,mutual,34,287,,287,subscription
1106,2b63415c-fc27-4c8a-a71d-9ffedd4080fd,Netflix,2500,1 mois,2026-05-19 21:56:36.341459+00,completed,mutual,814,82,,82,subscription
695,8f2800bd-983e-4f35-98d9-ff3bb3d42881,Prime Video,2000,1 mois,2026-04-18 13:58:08.412403+00,completed,mutual,953,,,413,subscription
1029,cf2892a7-fcc5-4137-9249-1835081349f1,Paramount Plus,2500,1 mois,2026-05-09 18:28:59.815479+00,completed,mutual,475,342,,342,subscription
1043,74a65b49-f628-4344-a45e-fc8a70edd3c2,Netflix,2500,1 mois,2026-05-12 10:54:51.264368+00,completed,mutual,161,,,544,subscription
698,7084348c-bd57-40f5-b0a6-1c58a4380456,Surfshark,1500,1 mois,2026-04-18 15:53:10.206235+00,completed,mutual,954,,,414,subscription
1135,9fa2ac73-1076-4faa-a471-8cb9bb9b0ee9,Netflix,2500,1 mois,2026-05-21 07:44:15.465198+00,completed,mutual,176,,,578,subscription
1122,98adc975-8590-4217-8813-136f3e5230d4,Netflix,2500,1 mois,2026-05-19 05:48:01.562878+00,completed,mutual,464,,,573,subscription
681,d0ffd606-7bb3-48a9-930f-f8db1bd7f78c,Netflix,2500,1 mois,2026-04-17 19:58:46.481871+00,completed,mutual,946,,,407,subscription
687,dd682322-41d5-4422-86d3-5d452110f2bb,Netflix,7000,3 mois,2026-04-18 08:02:03.212864+00,completed,mutual,228,,,411,subscription
731,4d4e9f13-2166-460e-899b-71ac6319aab2,Disney Plus,7000,3 mois,2026-04-20 11:01:22.081649+00,completed,mutual,884,,,430,subscription
733,9f1e3d7e-f3d4-4532-90aa-38eb17809f9f,Surfshark,4000,3 mois,2026-04-20 11:11:50.992282+00,completed,mutual,884,,,431,subscription
715,3a004a4f-4fe6-4b81-830f-dad6d34e7285,Netflix,13000,6 mois,2026-04-19 10:01:19.251779+00,completed,mutual,816,,,423,subscription
718,939d428b-5fdc-4ba6-a2ff-cb9b112261ea,Spotify,2000,1 mois,2026-04-19 16:22:33.333959+00,completed,mutual,957,,,426,subscription
739,5a0d922c-a6b8-4e71-acef-45386a34d978,Paramount Plus,2500,1 mois,2026-04-20 12:29:45.956855+00,completed,mutual,959,,,433,subscription
308,d8217b8d-1dd5-4582-9bfc-ddd43c3a0cc1,Prime Video,2000,1 mois,2026-03-28 12:25:09.824887+00,completed,mutual,540,,,173,subscription
188,70aad2e8-6045-4888-b13a-a5123d38faed,Crunchyroll,1500,1 mois,2026-03-23 13:35:31.681266+00,completed,mutual,826,,,102,subscription
506,6d173d3d-0120-4edf-a0a4-348096a69bf5,Netflix,2500,1 mois,2026-04-06 14:10:40.41642+00,completed,mutual,158,,,303,subscription
296,7fe0c603-b651-4e20-8668-9823afbc1a8f,Spotify,10000,6 mois,2026-03-27 15:44:05.185938+00,completed,mutual,856,,,167,subscription
192,78961e87-05ed-487b-8339-44f2740e9ed1,Netflix,2500,1 mois,2026-03-23 15:38:24.177411+00,completed,mutual,390,,,105,subscription
127,951bd920-edef-4437-9a33-973d319ee304,Netflix,2500,1 mois,2026-03-21 12:50:45.433171+00,completed,mutual,812,,,84,subscription
199,e3ebd97f-5842-4cae-aa43-694da9b699c7,Netflix,2500,1 mois,2026-03-23 18:23:04.366085+00,completed,mutual,85,,,111,subscription
501,ebbb6bda-e2b0-4997-b31a-5fa991445e7f,Surfshark,1500,1 mois,2026-04-06 10:37:38.93166+00,completed,mutual,773,,,299,subscription
193,216cb11a-ae86-4dfd-8e42-3f545120d2d2,Netflix,2500,1 mois,2026-03-23 15:54:57.819473+00,completed,mutual,830,,,106,subscription
93,6799b496-888d-464f-af67-970679c196e3,Disney Plus,2500,1 mois,2026-03-19 20:04:53.10362+00,completed,mutual,804,,,65,subscription
73,4255f460-3309-4a9c-9427-7c779bf43712,Surfshark,1500,1 mois,2026-03-19 00:02:49.971212+00,completed,mutual,498,,,53,subscription
42,39d5e3c8-1b98-4865-891b-4a13c33f00e9,Netflix,2500,1 mois,2026-03-17 18:58:16.125136+00,completed,mutual,56,,,27,subscription
741,4819b689-ddb9-4f63-a154-f306f7cdfaa7,Netflix,2500,1 mois,2026-04-20 14:04:24.121167+00,completed,mutual,151,,,434,subscription
727,80a609cf-1897-48c1-9c54-04cfb2a9d3ef,Surfshark,1500,1 mois,2026-04-19 22:32:19.988982+00,completed,mutual,533,48,,48,subscription
729,da38add6-97b9-42fb-b556-21f04d8bba54,Crunchyroll,1500,1 mois,2026-04-19 23:08:25.18685+00,completed,mutual,393,81,,81,subscription
724,05dcaeb6-17ca-4c87-856c-125215f640f3,Disney Plus,2500,1 mois,2026-04-19 22:30:24.301149+00,completed,mutual,533,47,,47,subscription
730,6df63085-f93a-42dc-9556-4bb6c84d4c7c,Surfshark,4000,3 mois,2026-04-20 09:11:04.056645+00,completed,mutual,847,153,,153,subscription
135,d9e65a2e-6171-4422-a6ab-1fb4daa560b4,Netflix,2500,1 mois,2026-03-21 21:08:27.978323+00,completed,mutual,425,,,89,subscription
91,09b961e9-2b92-41b3-967f-37823dce7c7f,Netflix,2500,1 mois,2026-03-19 19:48:26.88382+00,completed,mutual,803,,,64,subscription
2124,1d3e002d-493b-4403-80d0-ab43e9362870,Netflix,2500,1 mois,2026-07-13 18:52:24.640796+00,completed,mutual,1283,,,985,subscription
130,7acef185-611c-48e0-902f-f90aa9a23589,Netflix,2500,1 mois,2026-03-21 15:46:25.04851+00,completed,mutual,123,,,86,subscription
100,d287efdf-ba73-4fbd-9c20-434aa795229e,Prime Video,2000,1 mois,2026-03-19 20:59:09.644367+00,completed,mutual,618,,,69,subscription
202,890b0677-2eb1-4df3-b869-64844f7de606,Prime Video,5500,3 mois,2026-03-23 18:41:40.61892+00,completed,mutual,832,,,113,subscription
43,8c884309-82bf-494e-bee5-29a947681bcb,Prime Video,2000,1 mois,2026-03-17 19:00:42.673331+00,completed,mutual,792,,,28,subscription
87,2515ee74-fe7f-4b89-b635-06e1036df27d,Netflix,2500,1 mois,2026-03-19 14:04:57.671336+00,completed,mutual,632,,,62,subscription
129,c24bbea7-e82a-414e-a947-b6091a0b47e8,Netflix,2500,1 mois,2026-03-21 15:44:00.37458+00,completed,mutual,191,,,88,subscription
128,25ea812e-b7f5-4462-9d5a-99ae6fb24a97,Apple Music,2000,1 mois,2026-03-21 13:22:21.415851+00,completed,mutual,621,,,85,subscription
10,8000042b-6ebe-4758-bf9a-3db4458d1eef,Netflix,2500,1 mois,2026-03-16 11:27:19.328313+00,completed,mutual,785,,,3,subscription
84,1253045f-5769-4343-820c-fc40362fa779,Netflix,2500,1 mois,2026-03-19 13:09:07.815819+00,completed,mutual,626,,,58,subscription
106,046cd358-9a74-4b8d-832d-8a4807b69b37,Netflix,2500,1 mois,2026-03-20 10:31:30.276976+00,completed,mutual,810,,,72,subscription
143,dd775642-e447-475e-871c-c62843f37062,Netflix,2500,1 mois,2026-03-22 00:14:27.670126+00,completed,mutual,817,,,91,subscription
111,dde7cc66-5b1c-4a90-bdf0-3cc2765499ab,Netflix,2500,1 mois,2026-03-20 13:04:26.041139+00,completed,mutual,648,,,76,subscription
164,731a4e32-dca0-4d23-b665-52df4770045f,Netflix,2500,1 mois,2026-03-22 18:18:41.490816+00,completed,mutual,792,,,92,subscription
69,ae36b7cf-2154-4084-a647-4bfb315df192,Onoff,7000,1 mois,2026-03-18 23:40:42.972391+00,completed,personal,143,,,49,subscription
55,3e2631b7-1eda-405f-8242-74f9fd7b6496,Netflix,2500,1 mois,2026-03-18 09:01:16.309346+00,completed,mutual,569,,,34,subscription
124,17fa6b37-aba5-4c11-8fc5-d6b80a72a16b,Netflix,2500,1 mois,2026-03-20 21:53:10.968664+00,completed,mutual,815,,,83,subscription
98,9b4b1409-0e71-4359-a962-727072b93288,Crunchyroll,1500,1 mois,2026-03-19 20:41:10.218117+00,completed,mutual,807,,,68,subscription
108,8da3234a-78c0-4a27-98da-e06ec5263dfe,Disney Plus,2500,1 mois,2026-03-20 11:03:44.034109+00,completed,mutual,19,,,73,subscription
210,e496dfed-c867-4883-9cad-e4ba558547c3,Netflix,7000,3 mois,2026-03-24 09:18:34.246327+00,completed,mutual,833,,,116,subscription
28,bfe2aadb-5ed0-419a-b005-58980fbe6cee,Apple Music,2000,1 mois,2026-03-17 08:10:39.304861+00,completed,mutual,271,,,16,subscription
132,9604fda2-a862-42f2-9c98-ac5c1e831af1,Prime Video,2000,1 mois,2026-03-21 19:14:24.195071+00,completed,mutual,816,,,87,subscription
213,624e3a9b-2818-43dc-a3c6-a1b54786e675,Netflix,7000,3 mois,2026-03-24 10:29:53.538281+00,completed,mutual,36,,,118,subscription
96,0b4d2275-a2f6-4aae-a687-8fcc32337784,Surfshark,1500,1 mois,2026-03-19 20:10:53.014255+00,completed,mutual,804,,,66,subscription
59,1943240a-6253-44e3-aebb-bbf3a8abacbe,Netflix,2500,1 mois,2026-03-18 12:28:25.56265+00,completed,mutual,112,,,41,subscription
209,0e0f6f2d-8d52-4d40-bd73-87d72ec541fd,Prime Video,5500,3 mois,2026-03-24 09:14:12.809697+00,completed,mutual,741,,,119,subscription
104,4ac0a1f1-3807-44d8-a490-a9a36ed694ff,Netflix,2500,1 mois,2026-03-20 02:25:50.778276+00,completed,mutual,707,,,77,subscription
97,e57d923a-6800-443e-9003-25567bfad94e,Prime Video,2000,1 mois,2026-03-19 20:18:22.614787+00,completed,mutual,715,,,67,subscription
80,b4bc64cd-a7c2-4c91-8841-0dbadd407c95,Netflix,2500,1 mois,2026-03-19 11:49:42.00239+00,completed,mutual,170,,,61,subscription
60,0f29821e-55d2-4eb7-99a7-70de94e86d70,Netflix,2500,1 mois,2026-03-18 13:02:08.949399+00,completed,mutual,638,,,42,subscription
83,760232f9-a967-41bb-9fa0-e41be6b895aa,Netflix,2500,1 mois,2026-03-19 12:33:51.609337+00,completed,mutual,801,,,60,subscription
56,f4ecc967-da38-4667-9573-0c0397a45e2b,Prime Video,2000,1 mois,2026-03-18 09:21:59.595082+00,completed,mutual,56,,,35,subscription
221,75e07f4c-e84e-4f36-84b8-fec954d4bd0a,Netflix,2500,1 mois,2026-03-24 14:09:29.675068+00,completed,mutual,835,,,121,subscription
66,4e4df3c5-723f-450c-8c96-7322ac9e31cd,Netflix,2500,1 mois,2026-03-18 19:08:20.634679+00,completed,mutual,29,,,45,subscription
123,1258af5c-7157-4978-bf3a-08251873bb72,Netflix,2500,1 mois,2026-03-20 21:48:33.690182+00,completed,mutual,814,,,82,subscription
215,6e50363e-5cd0-4683-ac30-f4cffb687eca,Netflix,7000,3 mois,2026-03-24 11:57:03.411556+00,completed,mutual,726,,,122,subscription
223,06a54f90-a1ec-44c5-b46c-bc3f4ed1fffb,Netflix,2500,1 mois,2026-03-24 16:53:00.089496+00,completed,mutual,837,,,123,subscription
224,3696fde1-ab14-4db5-9b7d-acff62d8c94f,Surfshark,1500,1 mois,2026-03-24 18:16:15.255591+00,completed,mutual,625,,,124,subscription
227,f7e2c9c1-68f0-46e1-b258-1ec8e8594886,Crunchyroll,1500,1 mois,2026-03-24 20:09:44.416511+00,completed,mutual,831,,,125,subscription
194,1572bcf0-9ba2-48f7-8718-edbb29bac530,Netflix,2500,1 mois,2026-03-23 17:41:53.676695+00,completed,mutual,450,,,127,subscription
235,7e51998d-8a1f-4587-aad6-44f586685063,Netflix,5500,1 mois,2026-03-25 10:51:43.087543+00,completed,personal,839,,,128,subscription
229,c9beacd4-318d-4622-8e08-1d846804169d,Netflix,2500,1 mois,2026-03-24 21:56:03.440043+00,completed,mutual,838,,,126,subscription
232,fc142746-4a40-410a-b140-c7afc555ebc1,Netflix,2500,1 mois,2026-03-25 10:41:30.468957+00,completed,mutual,840,,,129,subscription
255,89da6358-2dac-4c26-89b8-3830aeea86d5,Netflix,2500,1 mois,2026-03-26 07:03:37.635591+00,completed,mutual,119,,,142,subscription
238,4129f64c-cd7a-4808-b1d5-9a4dede8fd9b,Spotify,2000,1 mois,2026-03-25 14:00:48.134439+00,completed,mutual,28,,,134,subscription
293,ca978f23-7dd8-4ab7-b9c3-c214f93d321a,Prime Video,2000,1 mois,2026-03-27 14:27:36.927676+00,completed,mutual,855,,,166,subscription
322,5f03aaa7-2abf-44e7-b35f-76945d7814a5,Netflix,2500,1 mois,2026-03-28 18:02:20.674983+00,completed,mutual,473,,,220,subscription
245,8f144ecc-f3d0-4eb7-80a5-6bf6431b32f0,Netflix,2500,1 mois,2026-03-25 19:08:23.574842+00,completed,mutual,188,,,135,subscription
374,acf64b66-3ce2-4a44-9ae2-40070bc06327,Netflix,2500,1 mois,2026-03-30 19:26:13.658057+00,completed,mutual,100,,,221,subscription
373,3f65b622-43cd-4c6a-af3b-91768d890f75,Netflix,2500,1 mois,2026-03-30 19:25:57.9133+00,completed,mutual,867,,,222,subscription
246,7f0bd4b3-a632-438b-b355-d3228eebc7db,Prime Video,2000,1 mois,2026-03-25 19:16:43.253305+00,completed,mutual,188,,,136,subscription
297,05413bd5-d3aa-495b-b7f0-04190402fab4,Netflix,2500,1 mois,2026-03-27 15:48:33.514137+00,completed,mutual,366,,,168,subscription
275,58bfc7ad-07ca-4a75-8be2-d1448200c419,Disney Plus,2500,1 mois,2026-03-26 13:21:59.800208+00,completed,mutual,847,,,154,subscription
247,1356d229-aec9-44f4-bf14-64d5eb27ad4e,Disney Plus,2500,1 mois,2026-03-25 19:43:58.544878+00,completed,mutual,427,,,138,subscription
249,60e699ab-1270-4f84-a339-03eb60075fcc,Surfshark,1500,1 mois,2026-03-25 19:54:57.313324+00,completed,mutual,427,,,137,subscription
378,a1ca3cab-7bea-4e20-b8df-f247f1df50df,Prime Video,2000,1 mois,2026-03-30 19:46:23.343988+00,completed,mutual,100,,,223,subscription
299,11afc830-4fbc-4a18-8583-877255cde4fe,Netflix,2500,1 mois,2026-03-27 18:57:10.523744+00,completed,mutual,548,,,170,subscription
386,d8f28850-8561-4fd6-9767-5b9ae09c86d9,Netflix,2500,1 mois,2026-03-30 20:25:50.603843+00,completed,mutual,651,,,224,subscription
136,7dec614f-3965-4fdb-a09e-4aaab10745f3,Netflix,2500,1 mois,2026-03-21 21:20:03.43202+00,completed,mutual,584,,,,subscription
250,b07154d1-35e1-435e-84da-c2ce9390fcb6,Prime Video,2000,1 mois,2026-03-25 20:03:52.634794+00,completed,mutual,427,,,140,subscription
248,357fb34d-39c0-4d47-b082-a974786c9530,Netflix,2500,1 mois,2026-03-25 19:51:10.974127+00,completed,mutual,427,,,139,subscription
307,77bb2204-3dae-4fa5-8c7d-c44403416d57,Netflix,2500,1 mois,2026-03-28 12:25:07.907334+00,completed,mutual,540,,,172,subscription
252,7061e105-c1fc-4a28-bb37-fe4693b23658,Prime Video,2000,1 mois,2026-03-25 21:21:44.631331+00,completed,mutual,843,,,141,subscription
312,7756b709-ab65-4e91-a42a-70c5b683d4c8,Netflix,2500,1 mois,2026-03-28 14:32:19.33576+00,completed,mutual,858,,,174,subscription
313,d5831ab0-6559-441b-be65-a27871b44e11,Surfshark,1500,1 mois,2026-03-28 15:06:58.673622+00,completed,mutual,28,,,175,subscription
258,9d965a67-ba2b-414a-86ca-e9f5d404c874,Disney Plus,2500,1 mois,2026-03-26 08:47:10.925207+00,completed,mutual,760,,,143,subscription
309,d8691733-d76f-4044-9e65-ad043c4ca1d0,Netflix,2500,1 mois,2026-03-28 13:34:39.329264+00,completed,mutual,857,,,176,subscription
262,23ac3806-ecb9-4216-b0dc-fa8fe84b43c2,Surfshark,1500,1 mois,2026-03-26 09:20:08.595647+00,completed,mutual,760,,,144,subscription
389,e68f0224-be2c-4af7-9f87-5205e78204b8,Crunchyroll,1500,1 mois,2026-03-30 20:54:46.981364+00,completed,mutual,866,,,226,subscription
266,43c22dee-4518-4b63-8f8c-110734869ad2,Netflix,2500,1 mois,2026-03-26 09:38:18.366001+00,completed,mutual,849,,,145,subscription
314,d368a478-9277-47f7-ad45-9a677eaf5e7b,Netflix,5500,1 mois,2026-03-28 15:08:03.536898+00,completed,personal,154,,,177,subscription
236,14b6e5ae-fb5f-4d7d-bbbf-55a66e0d7e25,Netflix,2500,1 mois,2026-03-25 13:19:40.529655+00,completed,mutual,98,,,146,subscription
317,0e2176d4-ea98-4856-a6bd-2ca13ea2580d,Hbo Max,2500,1 mois,2026-03-28 15:32:39.113906+00,completed,mutual,859,,,178,subscription
256,2305070c-73f9-43fb-b61e-2df209c7a514,Netflix,2500,1 mois,2026-03-26 07:54:58.480236+00,completed,mutual,827,,,147,subscription
316,623879d5-fd9c-4b6c-9bdc-4d38b59f6959,Paramount Plus,2500,1 mois,2026-03-28 15:26:49.124091+00,completed,mutual,859,,,179,subscription
390,b57fa56e-931d-433b-a550-ea12f79ea114,Hbo Max,2500,1 mois,2026-03-30 21:08:48.738248+00,completed,mutual,533,,,228,subscription
264,cde4bdfc-9416-4e95-8402-219591e9d66d,Netflix,2500,1 mois,2026-03-26 09:26:45.011585+00,completed,mutual,424,,,148,subscription
318,8c8241b6-b8d1-4f25-aa02-c0b95d36263a,Surfshark,1500,1 mois,2026-03-28 15:43:49.855414+00,completed,mutual,859,,,180,subscription
392,ec9a0519-8fa1-4024-89d3-e19d773499c2,Prime Video,2000,1 mois,2026-03-31 07:21:37.600339+00,completed,mutual,21,,,229,subscription
272,72728664-1bad-4e8e-9fbf-32a0cb373c9b,Crunchyroll,1500,1 mois,2026-03-26 11:40:04.527701+00,completed,mutual,395,,,150,subscription
315,4c0229fc-3695-4047-8979-e1d4fc81df2c,Netflix,2500,1 mois,2026-03-28 15:26:06.947574+00,completed,mutual,21,,,181,subscription
395,e781d270-94a5-498f-9e37-0b633eed6b2f,Onoff,7000,1 mois,2026-03-31 12:06:12.868776+00,completed,personal,298,,,231,subscription
325,596664af-4b48-4398-8d8d-3112bbee9ce8,Netflix,5500,1 mois,2026-03-28 19:40:28.775394+00,completed,personal,616,,,183,subscription
394,be0522e7-31ff-44fb-acc6-4ebad3caaaae,Apple Music,2000,1 mois,2026-03-31 12:02:47.879969+00,completed,mutual,224,,,232,subscription
320,2248e2ff-34ea-44ff-8cf9-d34ed585df81,Netflix,2500,1 mois,2026-03-28 16:13:01.957088+00,completed,mutual,47,,,184,subscription
371,15d15b94-20b4-4903-bd0a-da166c7c8fa3,Crunchyroll,1500,1 mois,2026-03-30 19:17:43.607697+00,completed,mutual,642,,,219,subscription
277,5e1bf9fe-f5e0-49fe-9f08-be24355a32a3,Netflix,7000,3 mois,2026-03-26 13:38:40.398091+00,completed,mutual,177,,,155,subscription
279,dc6a9f99-fff4-4a5a-92cd-46b4896243cd,Netflix,7000,3 mois,2026-03-26 15:49:23.800175+00,completed,mutual,622,,,156,subscription
324,4d9cb9b1-82d2-40b7-bb18-07a6826ea334,Netflix,2500,1 mois,2026-03-28 18:40:51.329443+00,completed,mutual,84,,,185,subscription
270,29ae8287-0c7d-4390-9aa0-546ce073550e,Netflix,2500,1 mois,2026-03-26 11:10:26.614092+00,completed,mutual,846,,,157,subscription
370,66b36787-5ea5-41f4-a8f6-e4b068cc4e52,Prime Video,2000,1 mois,2026-03-30 19:13:17.35814+00,completed,mutual,642,,,218,subscription
281,7ca6005a-05be-48ad-928c-b4aac840d09b,Netflix,2500,1 mois,2026-03-26 18:58:02.646954+00,completed,mutual,850,,,158,subscription
326,044dcc84-67d7-4796-ba54-094c02012b3e,Spotify,6600,3 mois,2026-03-28 19:41:49.258019+00,completed,personal,860,,,186,subscription
282,1e2b6213-6fd3-4cdd-a5a7-6bb88d4a3df1,Netflix,2500,1 mois,2026-03-26 19:03:59.456816+00,completed,mutual,851,,,159,subscription
401,aca77b2f-80bb-4996-be59-1084e16b0b2b,Netflix,2500,1 mois,2026-03-31 16:59:12.788139+00,completed,mutual,87,,,233,subscription
327,1b5abee7-69f4-4bf2-ab48-0140006f54c4,Disney Plus,2500,1 mois,2026-03-28 21:19:15.389477+00,completed,mutual,861,,,187,subscription
283,14bc536a-1bc5-4d05-9330-200bcc0b631b,Netflix,2500,1 mois,2026-03-26 19:08:42.12776+00,completed,mutual,327,,,160,subscription
400,06de376a-dd69-4419-885f-b3a8e891e36a,Netflix,2500,1 mois,2026-03-31 16:36:22.93764+00,completed,mutual,263,,,234,subscription
285,4f5466fa-ad7d-41b1-80ee-c800966fd53f,Surfshark,1500,1 mois,2026-03-27 04:59:36.228109+00,completed,mutual,852,,,162,subscription
304,58e62c18-8881-4f25-9915-08a23868f13a,Prime Video,2000,1 mois,2026-03-28 12:22:08.598723+00,completed,mutual,255,,,188,subscription
329,5e34cacd-43a3-41a1-8dc0-8719936df32e,Surfshark,1500,1 mois,2026-03-28 21:39:02.487475+00,completed,mutual,861,,,189,subscription
288,98a067e9-44a1-48d6-bf80-80d20235e781,Netflix,2500,1 mois,2026-03-27 11:20:34.746741+00,completed,mutual,327,,,163,subscription
290,3e077dac-aca8-419e-9767-c6dc5af59aa8,Netflix,2500,1 mois,2026-03-27 12:44:13.671372+00,completed,mutual,854,,,164,subscription
332,60ea8fd0-9a47-429f-aa33-cf42efb9a785,Netflix,2500,1 mois,2026-03-28 22:01:19.662366+00,completed,mutual,326,,,190,subscription
369,35354fe8-23b4-4d62-b0dc-07e08fd24aeb,Netflix,5500,1 mois,2026-03-30 18:58:51.538616+00,completed,personal,642,,,227,subscription
404,58d64181-45a2-4bb3-8192-0e009c4afd29,Netflix,2500,1 mois,2026-03-31 18:34:58.320321+00,completed,mutual,160,,,236,subscription
331,1157a240-cc86-4e27-96d8-86816b18860c,Netflix,13000,6 mois,2026-03-28 21:58:07.390442+00,completed,mutual,566,,,191,subscription
338,baa048fa-8407-4e99-b39f-c9c6da90be95,Netflix,2500,1 mois,2026-03-29 13:14:43.631515+00,completed,mutual,778,,,192,subscription
406,24575c42-b9e1-4475-8136-47d53b8f6ddd,Prime Video,5000,1 mois,2026-04-01 16:54:58.907961+00,completed,personal,870,,,237,subscription
336,c85f503d-3da9-4603-a7f1-f1b00c1cf176,Disney Plus,2500,1 mois,2026-03-29 13:00:08.39019+00,completed,mutual,862,,,194,subscription
337,25fcf3c7-dde2-44b0-af19-76aba5b31374,Surfshark,1500,1 mois,2026-03-29 13:05:34.297461+00,completed,mutual,862,,,193,subscription
340,559a44c6-0350-46e8-a562-8ae8f7e10072,Crunchyroll,4000,3 mois,2026-03-29 15:17:10.618237+00,completed,mutual,372,,,195,subscription
345,9f8bc72e-a624-481f-9b00-6ab659a4dfcd,Disney Plus,2500,1 mois,2026-03-29 16:40:43.38475+00,completed,mutual,863,,,196,subscription
346,1be2db28-e1d9-44b6-ae82-f568fba6cf17,Paramount Plus,2500,1 mois,2026-03-29 16:44:06.305036+00,completed,mutual,863,,,197,subscription
1092,f2afc86a-a194-4941-bdb7-602bce02e857,Spotify,2000,1 mois,2026-05-16 19:53:01.552336+00,completed,mutual,60,,,,subscription
347,8e12775a-a45f-415c-92f7-e47a8ac64d42,Hbo Max,2500,1 mois,2026-03-29 16:45:43.682882+00,completed,mutual,863,,,198,subscription
945,5f49f6fd-5897-4bc2-b4e9-f34b39aad1f8,Disney Plus,2500,1 mois,2026-04-27 21:27:18.172544+00,completed,mutual,861,187,,187,subscription
1115,8399259a-faf4-449f-8edb-ccb360ded7fa,Netflix,2500,1 mois,2026-05-14 17:46:43.522962+00,completed,mutual,165,392,,392,subscription
979,3704381b-6db1-4da7-9c52-da6f1c2aedf3,Netflix,2500,1 mois,2026-05-08 13:45:13.587569+00,completed,mutual,501,,,,subscription
410,0a78d88e-cf67-4a9e-9d01-a04d14fb1a28,Netflix,2500,1 mois,2026-04-01 18:20:49.334052+00,completed,mutual,869,,,241,subscription
348,20360ada-c74e-473f-b8ab-5e40ef684cb8,Netflix,2500,1 mois,2026-03-29 16:47:18.156887+00,completed,mutual,863,,,199,subscription
